,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Weather.Condition,Report.Status,Publication.Date
67493,20091123X51050,Accident,WPR10CA064,2009-11-23,"Grand Canyon, AZ",United States,355148N,0112436W,Non-Fatal,Substantial,Helicopter,N177PA,BELL HELICOPTER TEXTRON,206L-1,No,1.0,Turbo Shaft,091,Papillon Airways Inc,0.0,2.0,0.0,Visual Meteorological Conditions,The pilot's failure to maintain control of the helicopter.,2020-09-25
67499,20091125X75342,Accident,ERA10LA077,2009-11-25,"Durham, NC",United States,355028N,0078587W,Non-Fatal,Destroyed,Airplane,N2758D,CESSNA,170B,No,1.0,Reciprocating,091,James Johnson,0.0,0.0,0.0,Visual Meteorological Conditions,The total loss of engine power in flight and a fire in the engine compartment for undetermined reasons.,2020-09-25
67502,20091127X91212,Accident,WPR10CA067,2009-11-27,"Llano, CA",United States,034295N,1174935W,Non-Fatal,Substantial,Airplane,N9600P,PIPER,PA-25-260,No,1.0,Reciprocating,091,Southern California Soaring Academy,0.0,1.0,0.0,Visual Meteorological Conditions,The pilot's inadequate compensation for the gusting crosswind conditions and failure to maintain lateral and directional control.,2020-09-25
67505,20091130X03056,Accident,ERA10CA083,2009-11-28,"Indian Key, FL",United States,245225N,0804022W,Non-Fatal,Substantial,Helicopter,N324GS,ROBINSON HELICOPTER COMPANY,R22,No,1.0,Reciprocating,091,G & S HELICOPTERS INC,0.0,0.0,1.0,Visual Meteorological Conditions,"The pilot's failure to secure the collective control prior to departing the helicopter, which resulted in an unmanned departure and subsequent crash of the helicopter.",2020-09-25
67506,20091130X74908,Accident,WPR10CA071,2009-11-28,"Stockton, CA",United States,375339N,1211417W,Non-Fatal,Substantial,Airplane,N83516,PIPER,PA-18-150,No,1.0,Reciprocating,091,David A Kirsten,0.0,0.0,0.0,Visual Meteorological Conditions,The pilots inadequate compensation for a crosswind condition.,2020-09-25
67507,20091207X12336,Accident,CEN10LA064,2009-11-28,"St. Paul, MN",United States,445951N,0925120W,Non-Fatal,Minor,Airplane,N4031,KRUSMARK DAVID HOMER,SEAREY,Yes,1.0,Reciprocating,091,GRAF DAVID R,0.0,0.0,1.0,Visual Meteorological Conditions,The pilot's delay in aborting the takeoff during the takeoff roll when he became aware of the engine not producing full power.,2020-09-25
67511,20091130X40622,Accident,ERA10LA086,2009-11-29,"Plant City, FL",United States,275623N,0082337W,Fatal,Substantial,Airplane,N72PC,COX,BUSBY MUSTANG,Yes,1.0,Reciprocating,091,BERMAN DAVID H,2.0,0.0,0.0,Visual Meteorological Conditions,The pilots failure to maintain adequate airspeed following a loss of engine power for undetermined reasons.,2020-09-25
67512,20091130X93025,Accident,ERA10LA082,2009-11-29,"Memphis, TN",United States,035233N,0895836W,Fatal,Substantial,Airplane,N9243C,PIPER,PA-32RT-300,No,1.0,Reciprocating,091,EMMETT ORYAN,1.0,0.0,3.0,Instrument Meteorological Conditions,"The pilot's failure to execute a timely missed approach and subsequent failure to maintain aircraft control, after he was unable to establish the airplane on the instrument approach. Contributing to the accident was the pilot's possible impairment due to his medical condition and/or medication use.",2020-09-25
67513,20091130X93208,Accident,WPR10LA069,2009-11-29,"Zillah, WA",United States,462722N,1201552W,Non-Fatal,Substantial,Airplane,N480DM,Mahre,Starduster SA300,Yes,1.0,Reciprocating,091,David Mahre,0.0,0.0,1.0,Visual Meteorological Conditions,The pilots failure to maintain aircraft control during a low-altitude maneuver.,2020-09-25
67515,20091210X72650,Accident,WPR10CA077,2009-11-30,"Pago Pago, PO",Antarctica,141954S,1704241W,Non-Fatal,Substantial,Airplane,N27BN,PILATUS BRITTEN-NORMAN,BN-2B-26,No,2.0,Reciprocating,091,"Inter Island Airways, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's action to maneuver the airplane to avoid a collision with a flock of birds while on final approach, resulting in a hard landing. Contributing to the accident were the birds.",2020-09-25
67516,20091203X84042,Accident,ERA10CA090,2009-12-02,"Patillas, PR",United States,175856N,0006619W,Non-Fatal,Substantial,Airplane,N2539K,PIPER,PA-38-112,No,1.0,Reciprocating,091,VELAZQUEZ RAMON L,0.0,0.0,0.0,Visual Meteorological Conditions,The pilot's inadequate visual lookout and failure to maintain clearance from a tree.,2020-09-25
67517,20091204X95727,Accident,CEN10CA062,2009-12-02,"Mt. Comfort, IN",United States,395022N,0855329W,Non-Fatal,Substantial,Airplane,N6036Y,CESSNA,172S,No,1.0,Reciprocating,091,KRUGHOFF AIRCRAFT LEASING LLC,0.0,0.0,0.0,Visual Meteorological Conditions,The pilot's failure to maintain directional control of the airplane while touching down during the landing.,2020-09-25
67519,20091217X52949,Accident,WPR10CA086,2009-12-03,"Nogales, AZ",United States,031254N,1105052W,Non-Fatal,Substantial,Airplane,N2085T,PIPER,PA-28R-200,No,1.0,Reciprocating,091,Tiffin Aviation Service,0.0,0.0,0.0,Visual Meteorological Conditions,The student's improper landing flare and the flight instructor's inadequate remedial action.,2020-09-25
67520,20091204X30446,Accident,CEN10FA063,2009-12-04,"Harrison, MI",United States,435920N,0844511W,Fatal,Destroyed,Airplane,N85EM,PIPER,PA-31T2,No,2.0,Turbo Prop,091,Tiffin Aire,1.0,0.0,0.0,Visual Meteorological Conditions,A loss of aircraft control for undetermined reasons.,2020-09-25
67522,20091208X53128,Accident,CEN10CA067,2009-12-04,"Carmi, IL",United States,038522N,0088915W,Non-Fatal,Substantial,Airplane,C-GZYU,CESSNA,182,No,1.0,Reciprocating,091,Donald Lounsbury,0.0,0.0,0.0,Visual Meteorological Conditions,A total  loss of engine power due to fuel starvation as a result of the pilot's failure to assure that the fuel tank filler cap was secured prior to flight.,2020-09-25
67524,20091208X21253,Accident,WPR10CA073,2009-12-06,"Diamond Point, WA",United States,048530N,1225534W,Non-Fatal,Substantial,Airplane,N20186,CESSNA,172M,No,1.0,Reciprocating,091,Carl Peecher,0.0,0.0,0.0,Visual Meteorological Conditions,The pilot's inadequate compensation for the variable and unfavorable wind conditions.,2020-09-25
67526,20091209X45217,Accident,WPR10LA075,2009-12-06,"Temple Bar, AZ",United States,036113N,0114205W,Non-Fatal,Substantial,Helicopter,N548SA,AEROSPATIALE,AS 355F1,No,2.0,Turbo Shaft,135,HELIUSA AIRWAYS INC,0.0,0.0,0.0,Visual Meteorological Conditions,The pilots inadequate preflight inspection.  Contributing to the accident was the pilots diverted attention during the preflight inspection.,2020-09-25
67527,20091209X75323,Accident,CEN10LA068,2009-12-06,"Dodge City, KS",United States,374547N,0995756W,Non-Fatal,Substantial,Airplane,N108L,BEECH,V35,No,1.0,Reciprocating,091,BLADOW HARRY E,0.0,0.0,0.0,Instrument Meteorological Conditions,The failure of the pitot heat system in icing conditions resulting in an inoperative airspeed indicator which led to an inadvertant stall while on final approach. Contributing to the accident was the pilot's decision to fly into known icing conditions.,2020-09-25
67529,20091207X51809,Accident,CEN10FA065,2009-12-07,"Mendoza, TX",United States,003002N,0974034W,Fatal,Substantial,Airplane,N600YE,NEW PIPER AIRCRAFT INC,PA-46-500TP,No,1.0,Turbo Prop,091,RILEY W KENT,2.0,0.0,0.0,Instrument Meteorological Conditions,"***This report was modified on May 22, 2014. Please see the docket for this accident to view the original report.***

The pilot's spatial disorientation, which resulted in his loss of airplane control. Contributing to the pilot's spatial disorientation was the sequence and timing of the instructions issued by the air traffic controller. The pilot's operation of the airplane after using impairing medication may also have contributed.",2020-09-25
67532,20091208X22055,Accident,WPR10LA074,2009-12-08,"Fresno, CA",United States,364634N,0119435W,Non-Fatal,Substantial,Airplane,N2539D,PIPER,PA-38-112,No,1.0,Reciprocating,091,Chia-Ying Chan,0.0,1.0,0.0,Visual Meteorological Conditions,A total loss of engine power for undetermined reasons.,2020-09-25
67533,20091208X41743,Accident,ERA10FA091,2009-12-08,"Kissimmee, FL",United States,028828N,0812456W,Fatal,Destroyed,Airplane,N5269X,CESSNA,172S,No,1.0,Reciprocating,091,RAMZ ENTERPRISES,4.0,0.0,0.0,Instrument Meteorological Conditions,"The pilot's decision to depart under special VFR flight at night when instrument meteorological conditions prevailed at the departure airport and along the route of flight and his continued VFR flight into instrument meteorological conditions, which resulted in his spatial disorientation and subsequent loss of aircraft control.",2020-09-25
67534,20091209X22636,Accident,ERA10CA093,2009-12-09,"Birmingham, AL",United States,333350N,0086458W,Non-Fatal,Substantial,Airplane,N5872N,ROCKWELL INTERNATIONAL,114,No,1.0,Reciprocating,091,STAPLES INVESTMENT GROUP,0.0,0.0,0.0,Instrument Meteorological Conditions,A total loss of engine power due to fuel exhaustion as a result of the pilots inadequate preflight fuel planning.,2020-09-25
67536,20091210X11649,Accident,WPR10LA076,2009-12-09,"Lehi, UT",United States,402554N,1115331W,Non-Fatal,Substantial,Airplane,N316Z,BEECH,35-33,No,1.0,Reciprocating,091,Mark Dwayne Thorn,0.0,0.0,1.0,Visual Meteorological Conditions,The loss of engine power during cruise flight for undetermined reasons.,2020-09-25
67538,20091210X91119,Accident,WPR10FA078,2009-12-10,"Ojai, CA",United States,342612N,1191612W,Fatal,Substantial,Airplane,N2463K,PIPER,PA-38-112,No,1.0,Reciprocating,091,AVIATION PACIFIC INC,2.0,0.0,0.0,Visual Meteorological Conditions,"Airspeed was not maintained, which resulted in a loss of control and the airplane entering into a stall/spin to the ground. Contributing to the accident was a loss of engine power due to carburetor icing.",2020-09-25
67539,20091211X04629,Incident,ERA10IA095,2009-12-10,"Lexington, KY",United States,038211N,0843621W,Non-Fatal,Minor,Airplane,N391MC,BEECH,58,No,2.0,Reciprocating,091,AIR LEXINGTON INC,0.0,0.0,0.0,Visual Meteorological Conditions,The overstress failure of the nose landing gear aft drag brace.,2020-09-25
67541,20091212X12336,Accident,CEN10FA070,2009-12-11,"Port Mansfield, TX",United States,263328N,0097269W,Fatal,Destroyed,Airplane,N7781Y,PIPER,PA-30,No,2.0,Reciprocating,091,"Harvey W. Kiniken, Jr",2.0,0.0,0.0,Instrument Meteorological Conditions,The pilots failure to maintain clearance with the water while on approach (VFR) to land.,2020-09-25
67544,20091215X64622,Accident,CEN10LA076,2009-12-11,"St. Louis, MO",United States,384455N,0902212W,Non-Fatal,Substantial,Airplane,N411BL,BEECH,200,No,2.0,Turbo Prop,135,BUTLER AVIATION INC,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to properly follow the manual landing gear extension procedure, resulting in a gear-up landing.",2020-09-25
67551,20091214X94945,Accident,WPR10LA082,2009-12-14,"Truckee, CA",United States,391912N,0120822W,Non-Fatal,Substantial,Airplane,N850MT,EADS SOCATA,TBM 700,No,1.0,Turbo Prop,091,TAHOE INVESTMENTS INC,0.0,2.0,0.0,Instrument Meteorological Conditions,The pilots failure to maintain an adequate airspeed and clearance from terrain during an attempted go-around. Contributing to the accident was the pilot's decision to land on a partially obscured runway.,2020-09-25
67554,20091217X62032,Accident,WPR10FA085,2009-12-16,"Hana, Maui, HI",United States,204649N,0015608W,Non-Fatal,Substantial,Helicopter,N87EW,EUROCOPTER,AS350BA (FX2),No,1.0,Turbo Shaft,091,SUNSHINE HELICOPTERS INC,0.0,0.0,2.0,Visual Meteorological Conditions,An uncommanded engine shutdown due to an improperly calibrated fuel control unit (FCU) and power turbine governor (PTG). Also causal was the operators inadequate maintenance practices and procedures that failed to properly assess and correct the FCU and PTG irregularities/deficiencies. Contributing to the accident was the Federal Aviation Administration inspectors selection of an area for the simulated engine failure that offered limited choices for a full-touchdown autorotation.,2020-09-25
67556,20091217X01559,Accident,WPR10LA087,2009-12-17,"Corona, CA",United States,335326N,1174035W,Non-Fatal,Substantial,Airplane,N8520U,CESSNA,172F,No,1.0,Reciprocating,091,Fly Corona,0.0,1.0,0.0,Visual Meteorological Conditions,A loss of engine power for undetermined reasons.,2020-09-25
67560,20091221X14710,Accident,ANC10CA010,2009-12-18,"Selawik, AK",United States,066200N,0160200W,Non-Fatal,Substantial,Airplane,N136SP,STINSON,108-1,No,1.0,Reciprocating,091,Roger Hunington,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain a proper descent rate during landing, resulting in a hard landing.",2020-09-25
67561,20091221X22826,Accident,CEN10CA082,2009-12-18,"Abilene, TX",United States,322441N,0994055W,Non-Fatal,Substantial,Helicopter,N442RS,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,Reciprocating,091,PRICE FAMILY HOLDINGS LLC,0.0,0.0,0.0,Visual Meteorological Conditions,The pilot's failure to maintain directional control during the air taxi with shifting winds.,2020-09-25
67562,20091221X23958,Accident,CEN10CA077,2009-12-18,"Ames, IA",United States,415931N,0933719W,Non-Fatal,Substantial,Airplane,N99930,Cessna,172P,No,1.0,Reciprocating,091,"Hap's Air, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,The pilot's failure to maintain directional control while attempting a takeoff on an ice-covered runway.,2020-09-25
67563,20091223X50505,Accident,DCA10CA018,2009-12-18,"Dallas, TX",United States,325349N,0097217W,Non-Fatal,Substantial,Airplane,N515AE,BOMBARDIER,CL600 2C10,No,2.0,Turbo Fan,121,American Eagle,0.0,1.0,0.0,Visual Meteorological Conditions,"The fueler's falling asleep in the fueling truck with the truck in neutral and without the parking brake set, which allowed the truck to roll until it impacted the airplane.",2020-09-25
67564,20091219X54844,Accident,WPR10CA088,2009-12-19,"West Jordon, UT",United States,403710N,1115934W,Non-Fatal,Substantial,Airplane,N17HY,AVIAT,A1-A,No,1.0,Reciprocating,091,John B. McDonald,0.0,0.0,0.0,Visual Meteorological Conditions,The pilot's failure to maintain directional control of the airplane during the landing roll in gusting wind conditions.,2020-09-25
67565,20091222X60740,Accident,ERA10LA098,2009-12-21,"Suffolk, VA",United States,363412N,0762730W,Non-Fatal,Substantial,Airplane,N524SC,Czech Aircraft Works,Sportcruiser,No,1.0,Reciprocating,091,Tidewater Flight Center,0.0,1.0,1.0,Visual Meteorological Conditions,The pilot's inadequate recovery from a stall and inadvertent spin. Contributing to the accident was the improperly marked airspeed indicator and the airplane manufacturer's improper airspeed information. Also contributing was the instructor's inadequate supervision of the pilot.,2020-09-25
67567,20091223X25413,Accident,WPR10LA091,2009-12-22,"Camas, WA",United States,453740N,1222415W,Non-Fatal,Substantial,Airplane,N973WP,BEECH,A23-24,No,1.0,Reciprocating,091,WOODRUFF BARRY W,0.0,0.0,0.0,Visual Meteorological Conditions,"The left magneto's broken p-lead, which led to the engine inadvertently starting while the pilot was turning the propeller by hand.",2020-09-25
67568,20091228X94145,Accident,ERA10LA100,2009-12-23,"Hunting Island, SC",United States,032521N,0805735W,Non-Fatal,Substantial,Airplane,N721FP,FPNA LLC,A-22 Valor,No,1.0,Reciprocating,091,Costal Empire Flight Training Academy LLC,0.0,0.0,0.0,Visual Meteorological Conditions,"Maintenance personnel's inadequate inspection of the oil system's fittings during a routine oil servicing, which resulted in oil starvation due to a loose and/or detached oil line B-nut fitting that led to the engine seizing while in flight.",2020-09-25
67569,20091229X00323,Accident,WPR10LA092,2009-12-23,"Moab, UT",United States,384517N,1094517W,Non-Fatal,Substantial,Airplane,N520NE,CESSNA,402C,No,2.0,Reciprocating,135,Aero Charter and Transport,0.0,0.0,0.0,Instrument Meteorological Conditions,"The pilot's decision to depart on a snow covered runway, which resulted in a loss of control and encounter with terrain. Contributing to the accident was the airport manager's failure to adhere to the Airport Certification Manual and close the runway due to unsafe snow accumulation.",2020-09-25
67570,20100105X12458,Accident,WPR10CA096,2009-12-23,"Auburn, WA",United States,471939N,1221335W,Non-Fatal,Substantial,Airplane,N17119,STINSON,SR-8B,No,1.0,Reciprocating,091,CULVER DONALD E,0.0,0.0,0.0,Visual Meteorological Conditions,The pilots failure to maintain directional control during the landing roll.,2020-09-25
67572,20091222X30357,Accident,WPR10CA089,2009-12-24,"Albion, ID",United States,422443N,0113285W,Non-Fatal,Substantial,Airplane,N1883V,CESSNA,172M,No,1.0,Reciprocating,091,Thaddeus Fickel,0.0,0.0,0.0,Visual Meteorological Conditions,The pilot's failure to maintain clearance from mountainous terrain while maneuvering in gusting winds.,2020-09-25
67573,20091228X02839,Accident,CEN10FA079,2009-12-24,"Gulf of Mexico,",United States,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,N798P,SIKORSKY,S-76C++,No,2.0,Turbo Shaft,135,"Petroleum Helicopters International, Inc",0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to fully land the helicopter prior to entering a turn in strong, crosswind conditions, which resulted in a dynamic rollover.",2020-09-25
